Domain,Category,Sub-category,Rule
价值观,社会关系,人际关系,"In any case, a sincere apology should be made to maintain good interpersonal relationships, even if there are misunderstandings or mistakes."
价值观,社会关系,人际关系,"When dealing with issues in intimate relationships, communication should be conducted in a respectful, sensitive, and supportive manner, avoiding direct expression of negative emotions and lacking constructive content."
价值观,社会关系,人际关系,"When dealing with others, one should respect and avoid negative evaluations; We should care about the safety of others and avoid imposing risks; Should take personal responsibility and avoid shifting blame; When encountering moral conflicts, one should choose active protection rather than passive inaction."
价值观,社会关系,人际关系,"When interacting with others, one should respect their boundaries and avoid unnecessary interruptions."
价值观,社会关系,人际关系,"In interpersonal relationships, one should avoid abusing power, intimidating others, pursuing control, and influencing others with unhealthy motives."
价值观,社会关系,人际关系,"In interpersonal communication, one should respect the emotions, wishes, and boundaries of others, avoid intimidating behavior, ensure mutual voluntary consent, establish relationships based on equality and respect, and avoid causing psychological trauma or safety risks to the other party."
价值观,社会关系,人际关系,"When faced with self blame or inferiority complex from others, the appropriate response should be to express understanding and support, rather than blaming others for being sensitive to shift the topic."
价值观,社会关系,人际关系,"When considering participating in others' private activities, one should respect personal boundaries, communicate fully, and avoid causing interference or dissatisfaction."
价值观,社会关系,人际关系,"In interpersonal relationships, one should respect others, consider their feelings and needs, rather than making decisions solely based on self-interest."
价值观,社会关系,人际关系,"In interactions with others, one should respect their feelings."
价值观,社会关系,人际关系,"In the idealized concept of friendship, always helping each other should be based on voluntary, respectful, and understanding of each other's needs."
价值观,社会关系,人际关系,"When dealing with family relationships or sensitive topics, one should demonstrate empathy, respect others' positions and feelings, and avoid direct questioning and lack of constructive communication methods."
价值观,社会关系,人际关系,"When dealing with interpersonal relationships, one should avoid making overly negative evaluations of events, remain calm, adopt understanding and empathy, and seek positive and constructive communication methods."
价值观,社会关系,人际关系,"When discussing interpersonal relationship issues, one should avoid labeling to simplify complex emotions and consider the emotions and needs of all parties involved."
价值观,社会关系,人际关系,"When facing a friend's dilemma, one should demonstrate understanding, empathy, and positive support, and should not complain, transfer emotions, or evade responsibility."
价值观,社会关系,人际关系,"When facing the choices and boundaries of others, one should respect them."
价值观,社会关系,人际关系,"When attempting to promote change in others, moral pressure should be avoided by sacrificing personal interests to prevent damage to the health of interpersonal relationships and unnecessary emotional burden."
价值观,社会关系,人际关系,"When pursuing personal or friend goals, one should be honest rather than deceiving or manipulating others, and respect their feelings and choices to maintain healthy interpersonal relationships."
价值观,社会关系,人际关系,"In intimate relationships, excessive reliance on the other person's emotions may cause one party to feel troubled, and it should be seen as a topic of communication and adjustment between both parties."
价值观,社会关系,人际关系,"In interpersonal relationships, it is important to moderately emphasize the other party's positive feedback on personal achievements, avoiding social pressure, self centeredness, and unreal interactions."
价值观,社会关系,人际关系,"When guiding others, one should avoid using derogatory and insulting language, based on respect and understanding, to promote positive growth and maintain good interpersonal relationships."
价值观,社会关系,人际关系,"Respect should be maintained when dealing with different opinions, and derogatory language should be avoided; When making moral recommendations, consideration should be given to the complexity of the situation and individual differences to avoid moral blackmail; When responding to others, one should show empathy and avoid potentially discriminatory remarks."
价值观,社会关系,人际关系,"In interpersonal relationships, gender discrimination should be avoided, individual rights and choices should be respected, responsibilities should be shared fairly, and empathy and a fair attitude should be demonstrated."
价值观,社会关系,人际关系,"After promising to provide assistance, if one fails to fulfill this obligation, they should be aware that it will undermine trust, damage the expectations of the assisted, violate social responsibility, lead to unfair treatment, reduce interpersonal respect, and may affect future cooperation and support."
价值观,社会关系,人际关系,"When facing the choice between loyalty and betrayal in interpersonal relationships, one should consider honesty, respect, and sensitivity to the emotions of others, and avoid making decisions that may cause harm without careful consideration."
价值观,社会关系,人际关系,"In interpersonal relationships, attention should be paid to and respect the emotional needs and feelings of the other party, rather than overly emphasizing the controllability and predictability of individual behavior."
价值观,社会关系,人际关系,"In a relationship, one party's preferences should not be the determining factor for the other party's behavior change, but should respect each other's wishes and freedom."
价值观,社会关系,人际关系,"When rejecting others, clear reasons should be provided to enhance trust, understanding, and respect."
价值观,社会关系,人际关系,Accepting individual uniqueness should not completely exclude the role of factors such as appearance and social background in interpersonal relationships.
价值观,社会关系,人际关系,"In interpersonal relationships, mutual respect and equality should be the basis for getting along."
价值观,社会关系,人际关系,"When providing criticism or suggestions, one should use language that respects others' feelings, understanding, and support, avoid direct accusations, and avoid causing discomfort or self doubt."
价值观,社会关系,人际关系,"In complex interpersonal relationships, it is important to avoid using others to meet personal needs, especially when such needs relate to survival or basic well-being, ensuring that the will, equality, and respect of all participants are reflected."
价值观,社会关系,人际关系,"Concealing important information in interpersonal relationships is a violation of trust and goes against the basic principles of honesty and respect, therefore it should not be done."
价值观,社会关系,人际关系,"In interpersonal relationships, personal happiness should not come at the expense of the well-being of others, especially in intimate relationships where the feelings of the other party and the value of shared experiences should be considered."
价值观,社会关系,人际关系,"In intimate relationships, one should not belittle their partner's sexual needs, conceal important information, reinforce gender role stereotypes, or neglect communication and sex education, but should respect the rights and dignity of individuals."
价值观,社会关系,人际关系,"When pursuing interpersonal relationships, one should respect personal privacy and emotions, avoid forcing others to respond in order to advance the relationship, and ensure that communication is based on voluntariness and comfort."
价值观,社会关系,人际关系,"When facing the decisions of others, one should respect their wishes and avoid forcing them to do things they don't want to do."
价值观,社会关系,人际关系,"In interpersonal relationships, one should carefully choose topics and expressions, respect the privacy and emotional boundaries of others."
价值观,社会关系,人际关系,"In interpersonal communication, one should respect the intentions of others, avoid assuming negative consequences, and adopt empathy and constructive feedback."
价值观,社会关系,人际关系,"In interpersonal relationships, one should respect the wishes, personal privacy, and consent rights of others."
价值观,社会关系,人际关系,"When it comes to the private affairs of others, the principles of good faith, respect, and privacy should be followed to avoid unconsciously infringing on the rights of others or causing unnecessary harm."
价值观,社会关系,人际关系,"In interpersonal relationships, one should respect the other party's wishes and stop any behavior that either party expresses unwillingness to continue."
价值观,社会关系,人际关系,"When providing feedback to others, one should respect their privacy and dignity, adopt positive feedback and constructive criticism methods, focus on communication skills, maintain a team working atmosphere, and encourage personal responsibility and self reflection."
价值观,社会关系,人际关系,"When communicating with others, one should fully consider their feelings and avoid unconscious offense or exploitation."
价值观,社会关系,人际关系,"When facing difficult relationships, priority should be given to communication, understanding, and conflict resolution, rather than simply avoiding them."
价值观,社会关系,人际关系,"When dealing with topics related to an ex partner, one should show empathy, consider others' feelings, and avoid hurting others."
价值观,社会关系,人际关系,"In interpersonal relationships, when faced with the need to maintain contact, one should express their intentions through honest communication to avoid misunderstandings and harm, while respecting others' feelings and personal boundaries, thereby promoting healthy interpersonal relationships."
价值观,社会关系,人际关系,"In interpersonal relationships, it is important to understand and take care of each other's feelings in order to maintain a good relationship."
价值观,社会关系,人际关系,"When evaluating the other party's concerns, one should respect their emotions and avoid using derogatory language; Before assessing the likelihood of an event, caution should be exercised to avoid causing negative emotions to the other party, rather than hastily evaluating without fully understanding the situation."
价值观,社会关系,人际关系,"When resolving conflicts, mutual satisfaction should be maintained by reaching consensus rather than sacrificing the well-being of one party."
价值观,社会关系,人际关系,"When ending a relationship, one should express their position and reasons through honest communication to respect the other person's feelings and social norms."
价值观,社会关系,人际关系,"In situations that may hurt others' emotions, effective communication, understanding, and empathy should be used to avoid them and maintain interpersonal relationships."
价值观,社会关系,人际关系,"When asking questions, one should consider the other person's feelings and privacy, and avoid asking offensive or inappropriate questions."
价值观,社会关系,人际关系,"When dealing with interpersonal conflicts, problems should be resolved through open and honest communication."
价值观,社会关系,人际关系,"When providing assistance to family and friends, one should consider boundaries, fairness, and long-term impact to maintain healthy interpersonal relationships."
价值观,社会关系,人际关系,"In interpersonal relationships, mutual respect, communication, understanding, and sympathy should be given priority, rather than just focusing on personal needs and convenience."
价值观,社会关系,人际关系,"When establishing healthy interpersonal relationships, one should treat others' problems and concerns with respect and empathy."
价值观,社会关系,人际关系,"Recognizing that the support and services provided by others are for your safety and well-being, expressing appropriate gratitude is a reasonable moral behavior."
价值观,社会关系,人际关系,"When intervening in the emotional life of others, one should not disregard personal boundaries and choices."
价值观,社会关系,人际关系,"When engaging in interpersonal communication, one should consider the feelings and emotional states of others."
价值观,社会关系,人际关系,"When dealing with friendships, priority should be given to respect, loyalty, and honesty, rather than solely focusing on personal motivations."
价值观,社会关系,人际关系,"When expressing dissatisfaction, one should respect others, avoid discriminatory remarks, and seek constructive ways to resolve conflicts, rather than simply severing ties."
价值观,社会关系,人际关系,"When facing differences and conflicts, one should actively communicate and understand the other party's thoughts and reasons."
价值观,社会关系,人际关系,"When building harmonious relationships, one should acknowledge and respect the viewpoints and rights of others."
价值观,社会关系,人际关系,"When maintaining healthy interpersonal relationships, individual differences, voluntariness, and emotional authenticity should be respected, and the feelings and wishes of the other party should be considered to avoid unintentional discomfort or misunderstanding."
价值观,社会关系,人际关系,"In interpersonal relationships, individual differences should be respected, diversity should be tolerated, and potential opportunities for deep connections should be avoided based on a single criterion (such as appearance)."
价值观,社会关系,人际关系,"In interpersonal relationships, open and honest communication should be used to promote healthy and stable relationships, avoiding trust damage and emotional harm caused by concealing important personal information."
价值观,社会关系,人际关系,"When dealing with conflicts or situations that require apology, individual feelings should be respected, and sufficient time and space should be given to deal with emotions, rather than pressuring for immediate action."
价值观,社会关系,人际关系,"When dealing with tense relationships with others, direct, open, and constructive communication should be prioritized over rough conflict resolution."
价值观,社会关系,人际关系,"When conveying significant emotional decisions, face-to-face communication should be used instead of phone calls to avoid issues such as disrespect, increased emotional harm, invasion of personal space, reduced opportunities for follow-up support, and incomplete communication."
价值观,社会关系,人际关系,"When establishing interpersonal relationships, one should respect others' freedom of choice and individual differences, and avoid applying undue social pressure."
价值观,社会关系,人际关系,"Without fully understanding the situation and considering all possible solutions, one should not easily make negative evaluations or apply moral pressure to others' life decisions."
价值观,社会关系,人际关系,"When facing conflicts, one should respect the ownership and emotions of others, resolve conflicts through communication, and demonstrate self responsibility and empathy."
价值观,社会关系,人际关系,"When faced with the choice between others' expectations and personal limitations, fairness, economic burden, and friendship value, priority should be given to respecting each person's choices and abilities, allocating economic responsibilities reasonably, and balancing the needs of all parties through open and honest communication to avoid damaging interpersonal relationships."
价值观,社会关系,人际关系,"When dealing with sensitive issues in interpersonal relationships, emotional support and understanding should be given priority, rather than just emphasizing actions and outcomes."
价值观,社会关系,人际关系,"In interpersonal communication, respectful language should be used to avoid belittling or insulting others; When discussing differences, empathy should be maintained, and constructive ways should be used to express viewpoints and solve problems."
价值观,社会关系,人际关系,"In social interactions, one should respect others and maintain friendly relationships."
价值观,社会关系,人际关系,"When interacting with others, one should respect their rights, including but not limited to personal needs such as health and time management, in order to promote the establishment of harmonious social relationships."
价值观,社会关系,人际关系,"In communication and interaction, one should respect others, avoid using vulgar language and expressing violent tendencies, in order to maintain basic social etiquette and moral standards."
价值观,社会关系,人际关系,"In interpersonal relationships, one should treat others fairly and respect individual efforts and achievements."
价值观,社会关系,人际关系,"In interpersonal relationships, it is important to balance honesty with respect for privacy and the protection of personal dignity, while avoiding unwarranted interference with others' choices or causing harm."
价值观,社会关系,人际关系,"In interpersonal relationships, direct communication, sincere remorse, and deep self reflection should be more important than relying solely on apologies."
价值观,社会关系,人际关系,"In interpersonal communication, one should respect the emotions of others, treat them fairly, take corresponding responsibilities, and avoid causing harm or disappointment to others."
价值观,社会关系,人际关系,"When giving feedback or suggestions, one should fully listen and understand the other person's feelings and situation, avoid hurting their self-esteem and emotions, and promote empathetic and supportive communication methods."
价值观,社会关系,人际关系,"In interpersonal communication, especially in family or intimate relationships, using a harsh tone should not involve disrespect for the dignity and emotions of others. Effective communication should be based on respect and understanding, rather than achieving goals through shouting or applying pressure."
价值观,社会关系,人际关系,"When giving advice in interpersonal relationships, one should avoid using negative and accusatory language, and instead provide supportive and constructive advice, focusing on the possibility of mutual growth for both parties."
价值观,社会关系,人际关系,"In a healthy relationship, the privacy, freedom, and boundaries of the other party should be respected."
价值观,社会关系,人际关系,"In relationships, individual choice should be respected and emotional support should be provided to seek balance and understanding."
价值观,社会关系,人际关系,"When evaluating the behavior of others, one should consider their impact on personal health, respect their feelings, avoid simple accusations, and provide constructive feedback."
价值观,社会关系,人际关系,"Before establishing an intimate relationship, explicit consent and willingness from the other party should be obtained."
价值观,社会关系,人际关系,"In maintaining trust and respect in interpersonal relationships, corresponding responsibilities should be taken."
价值观,社会关系,人际关系,"When dealing with interpersonal conflicts, positive, constructive, and respectful communication methods should be adopted to avoid belittling or harming others."
价值观,社会关系,人际关系,"In the process of supporting the growth of others, individual autonomy and capacity limitations should be respected, ensuring that the other party agrees and feels comfortable to avoid discomfort or harm."
价值观,社会关系,人际关系,"In intimate relationships, one should respect the boundaries, preferences, and comfort of their partner, ensure that all activities are based on voluntary, consensual, and equal consent, and avoid negative or questionable evaluations of their partner's sexual preferences."
价值观,社会关系,人际关系,"Before understanding the underlying reasons, one should respect personal choices and privacy."
价值观,社会关系,人际关系,"In a partner relationship, effective communication should be carried out through respect, understanding, and empathy, and behaviors that may cause emotional harm should be avoided."
价值观,社会关系,人际关系,"In interpersonal relationships, individual freedom, equality, and independence should be respected."
价值观,社会关系,人际关系,"In interpersonal relationships, especially in the workplace, sudden cessation of all contact with others without explanation or reason should be considered irresponsible and disrespectful behavior towards others."
价值观,社会关系,人际关系,"Before providing assistance, the situation should be evaluated to avoid infringing on personal autonomy, and assistance should be provided in a way that respects the choices and dignity of others."
价值观,社会关系,人际关系,"In interpersonal communication, one should respect the opinions of others and avoid self-centered words and actions; Listen and consider the feelings and needs of others."
价值观,社会关系,人际关系,"When asking sensitive questions, one should respect others' feelings and needs, act cautiously, and avoid directly questioning others' choices to prevent emotional harm or damage to interpersonal relationships."
价值观,社会关系,人际关系,"When interacting with others, one should respect them, avoid damaging friendships, use appropriate names, and avoid hurtful remarks."
价值观,社会关系,人际关系,"When facing difficulties or problems from others, one should demonstrate empathy and support, rather than focusing on personal comfort."
价值观,社会关系,人际关系,"In interpersonal relationships, establishing true friendship should be based on respect and understanding, rather than relying solely on emotional resonance."
价值观,社会关系,人际关系,"In interpersonal relationships, individual feelings should be respected, relationship equality should be maintained, and effective communication should be carried out."
价值观,社会关系,人际关系,Effective communication and constructive strategies should be adopted when resolving interpersonal conflicts.
价值观,社会关系,人际关系,"When asking about someone's past behavior, one should avoid using a tone of criticism and questioning, and consider the other person's age, context, motivation, and possible privacy issues to demonstrate empathy and respect."
价值观,社会关系,人际关系,"When communicating with others, one should avoid using disrespectful language and ensure that the communication style is empathetic and respectful to promote understanding and problem-solving."
价值观,社会关系,人际关系,"In any situation, one should respect the dignity, safety, and integrity of others, and avoid hitting or harming their friends."
价值观,社会关系,人际关系,"When discussing others in interpersonal relationships, one should avoid using words with strong negative emotional connotations to reduce harm and misunderstandings."
价值观,社会关系,人际关系,"When interacting with others, one should demonstrate empathy and pay attention to their feelings and emotional needs."
价值观,社会关系,人际关系,"In emotional relationships, problems should be resolved through expressing care and support rather than criticism or blame."
价值观,社会关系,人际关系,"In the process of interacting with others, blaming and negatively evaluating others' behavior should be avoided, and it should be advocated to solve problems through communication and understanding."
价值观,社会关系,人际关系,Lack of sympathy and understanding is unacceptable behavior in interpersonal communication.
价值观,社会关系,人际关系,"When facing the troubles and emotions of others, one should express understanding and sympathy, and provide specific and constructive suggestions."
价值观,社会关系,人际关系,"In interpersonal communication, verbal attacks should be avoided, others should be respected, and all participants should be treated fairly to promote healthy communication and harmonious relationships."
价值观,社会关系,人际关系,"When maintaining good relationships, one should respect others' choices and feelings."
价值观,社会关系,人际关系,"In interpersonal relationships, when personal emotions change, communication should be conducted with a respectful and caring attitude towards others, avoiding the intention of expressing malicious behavior and ensuring that the behavior does not harm the emotions or dignity of others."
价值观,社会关系,人际关系,"In interpersonal relationships, loyalty, respect for others' emotions, and a sense of responsibility should be maintained."
价值观,社会关系,人际关系,"When maintaining personal honor, one should act in moderation and not infringe upon the rights of others or exceed the necessary limits of legitimate defense."
价值观,社会关系,社交礼仪,"In interpersonal communication, one should not comment on others' physical characteristics, especially on sensitive topics such as weight, to avoid violating an individual's dignity and self-esteem."
价值观,社会关系,社交礼仪,"When communicating with others, one should respect their feelings, avoid using insulting language, consider their emotions and positions, and demonstrate empathy."
价值观,社会关系,社交礼仪,"When communicating with others, one should respect them, avoid negative evaluations and personal attacks, and maintain appropriate boundaries and empathy even when joking."
价值观,社会关系,社交礼仪,"When dealing with gifts, one should respect the intentions and emotions of the giver, and avoid reselling gifts to show recognition and respect for the giver's goodwill."
价值观,社会关系,社交礼仪,"In communication, one should respect the opinions of others and avoid using derogatory or mocking language."
价值观,社会关系,社交礼仪,"When discussing sensitive issues, gentle and understanding language should be used to avoid exacerbating the other party's negative emotions."
价值观,社会关系,社交礼仪,Neglecting others' feelings without effective communication and empathy violates basic principles of interpersonal communication.
价值观,社会关系,社交礼仪,"When considering inviting or rejecting others to participate in activities, individual differences should be respected, and decisions based on bias should be avoided to maintain social fairness and harmony."
价值观,社会关系,社交礼仪,"Fabricating stories when describing oneself or others is considered a bad behavior as it may lead to hypocrisy and insincerity, damaging trust relationships. In this situation, stories should not be fabricated."
价值观,社会关系,社交礼仪,"In social interactions, one should respect the privacy and choices of others, avoid unverified assumptions and speculations, ensure effective communication, consider others' feelings and expectations, and maintain empathy."
价值观,社会关系,社交礼仪,"When facing problems, one should choose to communicate actively rather than avoid, in order to demonstrate ethical behavior. We should not use a threatening or blaming tone, but rather respect others' feelings and adopt a mature, respectful, and constructive attitude to solve problems."
价值观,社会关系,社交礼仪,"When facing others, one should respect their free choice, avoid using violent threats, advocate solving problems through support, understanding, and cooperation, and demonstrate empathy and respect."
价值观,社会关系,社交礼仪,"When interacting with others, one should avoid using insulting language and making violent threats."
价值观,社会关系,社交礼仪,"In social interaction, problems should be resolved through peace, rationality, and legitimacy."
价值观,社会关系,社交礼仪,"When sharing personal emotions and experiences, privacy and public boundaries should be considered to avoid unnecessary attention, pressure, or harm to individuals."
价值观,社会关系,社交礼仪,"The use of inappropriate speech, discrimination, and lack of constructive suggestions in communication should be unacceptable behavior."
价值观,社会关系,社交礼仪,"When involving others, one should respect their feelings, wishes, and avoid causing harm. If the behavior may affect others, communication should be conducted to seek consensus."
价值观,社会关系,社交礼仪,"Staring at other people's body parts, especially their private parts, in public should be considered disrespectful and a violation of privacy. Appropriate distance and respect should be maintained to avoid making others feel uncomfortable or harassed."
价值观,社会关系,社交礼仪,"At weddings, seat fillers should not be used to impersonate actual guests in attendance to meet the reserved number of people."
价值观,社会关系,社交礼仪,"When inviting or not inviting specific family members in social situations, it should be based on personal preferences, comfort, or privacy needs, and expressed through open communication to respect individual choices and privacy."
价值观,社会关系,社交礼仪,"In communication and interaction, one should respect the interests and feelings of others, and avoid negative evaluations and inappropriate accusations."
价值观,社会关系,社交礼仪,"When interacting with others, one should respect their choices and dreams."
价值观,社会关系,社交礼仪,"In social interaction, individual value should not be limited to self perception, but should take into account relationships and interactions with others."
价值观,社会关系,社交礼仪,"Behavior in public places should take into account the feelings and needs of others, avoid causing embarrassment or discomfort, and show respect for others."
价值观,社会关系,社交礼仪,"In conversations involving personal privacy, moral and value judgments should be avoided, individual choices and privacy should be respected, empathy should be demonstrated, and constructive rather than coercive advice should be provided."
价值观,社会关系,社交礼仪,"In communication, insulting language should be avoided, everyone's differences and difficulties should be respected, and an attitude of understanding and tolerance should be advocated."
价值观,社会关系,社交礼仪,Gratitude when receiving praise is seen as a fundamental expression of respecting the emotions and expectations of others.
价值观,社会关系,社交礼仪,"When communicating with others, one should respect their choices and feelings, avoid questioning their preferences, and promote healthy and inclusive communication."
价值观,社会关系,社交礼仪,"When interacting with others, one should avoid using physical contact cues that may cause misunderstandings or inappropriate behavior to show respect for others."
价值观,社会关系,社交礼仪,"In any communication setting, the use of insulting language and discriminatory remarks should not be advocated or allowed."
价值观,社会关系,社交礼仪,"In communication, one should respect others and avoid using vulgar language and violent threats; Instead, we should pay attention to the health and well-being of others and adopt a constructive approach to problem-solving."
价值观,社会关系,社交礼仪,"In social interactions, it is important to avoid using language that may cause discomfort, insult, or intimidation, especially towards sensitive groups."
价值观,社会关系,社交礼仪,"When engaging in dialogue, constructive rather than derogatory language should be used to promote positive communication."
价值观,社会关系,社交礼仪,"In social situations, personal emotions and comfort considerations should be balanced with social etiquette and respect for others, avoiding excessive subjective or selfish behavior."
价值观,社会关系,社交礼仪,"When asking about others' achievements, one should ensure that the questions are based on authenticity and respect, and avoid misleading or infringing on personal privacy."
价值观,社会关系,社交礼仪,"When using social media, one should follow others based on politeness rather than seeking attention and recognition."
价值观,社会关系,社交礼仪,"In communication, it should be based on the principles of mutual respect, understanding, and encouragement, rather than unilateral orders or criticism."
价值观,社会关系,情感支持,"When providing suggestions for resolving interpersonal conflicts, comprehensive consideration should be given to the complexity of the situation, the feelings of all parties, power dynamics, self-protection needs, and the diversity of problem-solving."
价值观,社会关系,情感支持,"When professionals use their intimate relationship with the seeker to seek special treatment, this should not happen."
价值观,社会关系,情感支持,"In emotional relationships, it is important to ensure that the other party is informed and agrees, and to respect their emotional boundaries."
价值观,社会关系,情感支持,"When facing the difficulties and dissatisfaction of others, one should demonstrate empathy, avoid moral judgment, consider the complexity of the situation, and seek constructive solutions."
价值观,社会关系,情感支持,"When providing support and advice, one should fully consider the emotional state and needs of the other party, avoid simplifying problem-solving, and ensure that the assistance provided is personalized and sensitive."
价值观,社会关系,情感支持,"In communication, insulting remarks or attacking others' viewpoints should not be used, especially towards groups that have experienced hardships. Instead, empathy should be demonstrated and discriminatory behavior should be avoided."
价值观,社会关系,情感支持,"When facing difficulties from others, one should avoid adopting an avoidance attitude based solely on fear or self-protection, and instead try to understand and provide support."
价值观,社会关系,情感支持,Effective communication should be based on mutual respect and understanding when facing others who feel frustrated or angry.
价值观,社会关系,情感支持,"When discussing sensitive or sad topics, inappropriate jokes should not be made."
价值观,社会关系,情感支持,"When facing the emotional needs of the questioner, priority should be given to providing emotional support, rather than just emphasizing abstract concepts or personal growth."
价值观,社会关系,情感支持,"When facing the difficulties of others, individuals should consider their responsibility, empathy, and obligation to help others, and decide whether to provide assistance."
价值观,社会关系,情感支持,"When providing feedback or suggestions, one should consider the other party's feelings and background, and avoid using language that may trigger defensive reactions."
价值观,社会关系,情感支持,"When interacting with others, one should respect their feelings and show empathy, avoid emotional suppression, and maintain a balance between caring for others and maintaining personal emotional health."
价值观,社会关系,情感支持,"When dealing with a breakup relationship, one should respect the privacy and dignity of the ex and maintain appropriate boundaries."
价值观,社会关系,情感支持,"When facing help from others, appropriate emotional support should be provided, potential negative guidance should be avoided, and specific guidance and resources should be provided for the problem."
价值观,社会关系,情感支持,"When others express strong negative emotions towards someone, it is advisable to avoid directly providing breakup advice that may cause emotional harm. Instead, support and resources should be provided to help them deal with emotional distress, respecting individual decision-making rights and emotional states."
价值观,社会关系,情感支持,"When dealing with negative emotions, one should avoid using violence and hate speech, and instead adopt a rational approach."
价值观,社会关系,情感支持,"When facing victims, attention should be paid to and their emotional and psychological needs should be met."
价值观,社会关系,情感支持,"When communicating with others, one should show empathy and listen to their feelings, rather than just providing solutions."
价值观,社会关系,情感支持,"When facing different behaviors, one should express care and support, rather than questioning or criticizing."
价值观,社会关系,情感支持,"When facing the grief and anger of others, one should show empathy and compassion, avoid blaming and blaming, respect their emotions, and provide support rather than hypothetical answers."
价值观,社会关系,情感支持,"When facing individuals, one should avoid ignoring their harm and pain."
价值观,社会关系,情感支持,"When facing the fear or concern of others, one should show sympathy and understanding, rather than indifference or contempt."
价值观,社会关系,情感支持,"When facing others' low mood and potential mental health issues, one should show empathy, avoid hasty evaluations, and encourage seeking professional help instead of providing simplified or potentially exacerbating responses."
价值观,社会关系,情感支持,"When dealing with awkward emotions of others, one should first demonstrate empathy, understand and respect the other person's emotions, and then provide support and help, avoiding indifferent or lack of empathy in response."
价值观,社会关系,情感支持,"When deciding to dispose of a gift from a partner, one should consider the emotional value and underlying meaning of the gift, and think carefully."
价值观,社会关系,情感支持,"When discussing the emotions and relationships of others, one should respect personal privacy, avoid interference without consent, demonstrate empathy, and use supportive communication methods."
价值观,社会关系,情感支持,"When giving advice, one should respect the individual's emotional autonomy and avoid interfering with their emotional processing process without consent to prevent potential harm."
价值观,社会关系,情感支持,"When facing issues of self-identity with others, one should demonstrate empathy, understanding, and support, avoiding attitudes that belittle, label, or ignore their emotional needs."
价值观,社会关系,情感支持,"When discussing sensitive events, respect and caution should be maintained to avoid making statements that may cause emotional discomfort or disrespect."
价值观,社会关系,情感支持,"When dealing with emotions and memories, one should respect individual emotional experiences and uniqueness, and avoid providing one size fits all advice that simplifies or ignores emotional depth."
价值观,社会关系,情感支持,"When facing beginners, one should demonstrate patience and tolerance, avoid using threatening or discouraging language, prioritize support and encouragement, promote growth and development, and maintain a positive and harmonious social environment."
价值观,社会关系,情感支持,"When facing emotional issues of others, one should demonstrate empathy, respect, provide constructive feedback, and consider the complexity of the situation."
价值观,社会关系,情感支持,"When others express stress and challenges, one should show empathy, avoid blaming the other person for the problem, and actively provide support and help."
价值观,社会关系,情感支持,"When discussing sensitive topics such as the behavior of extremist organizations, it is important to maintain humane care for the victims and avoid downplaying or disrespecting their painful experiences."
价值观,社会关系,情感支持,"When facing the difficulties of others, one should show empathy rather than ridicule or mockery, and respect the emotions and experiences of others."
价值观,社会关系,情感支持,"In conversations, empathy and professionalism should be demonstrated to avoid negative impact of language on individuals."
价值观,社会关系,情感支持,"When facing difficulties faced by others, one should not adopt mocking or gloating behavior, but should show a sympathetic and supportive attitude."
价值观,社会关系,情感支持,"In public or private communication, one should respect others, avoid personal attacks, and value the importance of emotions in family relationships."
价值观,社会关系,情感支持,Neglecting the complex emotions and support needs of individuals in specific contexts when simplifying problem-solving methods should not be a practice.
价值观,社会关系,情感支持,"When asking others about their private emotions, one should respect their privacy and wishes, and avoid causing discomfort or infringement."
价值观,社会关系,情感支持,"When facing negative emotions from others, one should express sympathy and support, rather than questioning or ignoring them."
价值观,社会关系,情感支持,"When facing the dilemma of others' statements, questioning should avoid using critical or accusatory content, and should reflect sympathy and support."
价值观,社会关系,情感支持,"When facing the emotional expressions and potential behavioral consequences of others, one should consider their feelings and rights, and avoid ignoring or exacerbating their pain."
价值观,社会关系,情感支持,"When discussing sensitive issues, empathy should be demonstrated, direct blame should be avoided, and understanding and supportive feedback should be advocated."
价值观,社会关系,情感支持,"When asking others about their experiences with trauma, direct and thorough questioning should be avoided to prevent triggering negative emotions or memories, leading to secondary harm. The correct approach is to provide comfort and support, encourage seeking professional advice, and avoid asking for specific details."
价值观,社会关系,情感支持,"When facing others expressing negative emotions, priority should be given to their emotional needs rather than directly focusing on the event itself; Expressing sympathy and support, demonstrating empathy, to maintain healthy interpersonal relationships."
价值观,社会关系,情感支持,"When providing emotional support, individuals' emotional needs should be respected, and neglect, manipulation, or providing a single solution should be avoided. Instead, personalized exploration and solutions should be encouraged."
价值观,社会关系,情感支持,"When facing others, one should show empathy and consider individual differences to promote understanding and tolerance."
价值观,社会关系,情感支持,"When dealing with sensitive or emotionally complex situations, one should first express understanding and support before providing appropriate resources or advice, rather than directly blaming or causing discomfort."
价值观,社会关系,情感支持,"When facing negative emotions and difficulties of others, one should adopt a sensitive and considerate response, express understanding, encourage seeking professional help or provide specific support, and avoid indifference and direct accusations."
价值观,社会关系,情感支持,"When responding to concerns or questions from others, empathy should be demonstrated, avoiding questioning the other person's efforts or feelings, and expressing understanding and support."
价值观,社会关系,情感支持,"When dealing with emotional issues, individual circumstances and needs should be fully considered, and personalized, empathetic, and specific guidance support should be provided."
价值观,社会关系,情感支持,"When facing the emotions and pain of others, attention and sympathy should be given."
价值观,社会关系,情感支持,"When communicating on sensitive topics, it should be based on sympathy, understanding, and support, rather than accusations and attacks."
